,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
116,0.03388991355895996,0.018268003320308552,0.0005817413330078125,4.324600204207571e-05,0.01,"(50,)",4,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 4}",0.25,0.34919354838709676,0.3481182795698926,0.25000000000000006,0.24999999999999997,0.28982990046498114,0.048407030000222645,216,0.24999999999999994,0.3669736280246775,0.2879272020005558,0.25,0.25,0.28098016600504666,0.045436656735163373
117,0.042791223526000975,0.029009756770832604,0.0006232261657714844,0.0001376830447310804,0.01,"(50,)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 5}",0.25,0.3122695852534562,0.2500000000000001,0.25000000000000006,0.24999999999999997,0.262622213227052,0.025033172309558524,260,0.24999999999999994,0.42144772022705285,0.25000000000000006,0.25,0.25,0.28428954404541057,0.06857908809082114
118,0.031437921524047854,0.012523812727571047,0.0006173133850097656,0.00014046836023000136,0.01,"(50,)",6,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 6}",0.24166666666666667,0.2589285714285714,0.3660714285714287,0.27678571428571436,0.23275862068965514,0.275368001930502,0.04790528577627717,236,0.23516949152542369,0.24391128416552138,0.3072415635974958,0.2546559164206223,0.2419905462184874,0.25659376038551013,0.02608468352386152
119,0.04267134666442871,0.020983749193540936,0.0005378246307373047,1.2889076857007371e-05,0.01,"(50,)",7,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 7}",0.25000000000000006,0.24999999999999997,0.2500000000000001,0.2500000000000001,0.24999999999999992,0.25000000000000006,8.004761693602747e-17,273,0.24999999999999994,0.24999999999999997,0.25000000000000006,0.25,0.25000000000000006,0.25,4.47545209131181e-17
120,0.07207069396972657,0.021431703033162986,0.0006228446960449219,8.422928551480976e-05,0.01,"(50,)",8,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 8}",0.44122503840245775,0.45420506912442393,0.33010752688172057,0.39345238095238105,0.5851532567049809,0.4402805995799948,0.08381722608019719,121,0.43044818526328527,0.4951522108750126,0.359632555589766,0.44416770728304933,0.5127464420394308,0.4484294202101088,0.05393712754346291
121,0.09596819877624511,0.01631372018860621,0.0005731582641601562,2.7324891132820372e-05,0.01,"(50,)",9,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 9}",0.27828341013824887,0.22398233486943162,0.2666666666666667,0.44142036124794753,0.392816091954023,0.3196251210590059,0.0821330767393607,205,0.31995484768982446,0.25756219169162153,0.2341275354265074,0.44378530289754037,0.40255578440892553,0.33159713242288386,0.08091767849815015
122,0.09542756080627442,0.014279088639314827,0.0005748748779296875,4.103388080241478e-05,0.01,"(50,)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 10}",0.2508640552995392,0.24999999999999997,0.2500000000000001,0.2500000000000001,0.24999999999999992,0.2501751463445012,0.00034736131789396795,269,0.25470757642888786,0.25225225225225223,0.25000000000000006,0.24796747967479674,0.25466390824622537,0.25191824332043244,0.0026351018143992324
123,0.12931928634643555,0.008266829256423617,0.0005934238433837891,8.51961362332334e-05,0.01,"(50,)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 15}",0.25,0.24999999999999997,0.2500000000000001,0.25000000000000006,0.24999999999999994,0.25000000000000006,7.116653168541965e-17,273,0.24999999999999994,0.24999999999999997,0.25000000000000006,0.25,0.25,0.25,3.7238012298709096e-17
124,0.1681652069091797,0.0497415355025997,0.0006566047668457031,0.00012432279597176472,0.01,"(50,)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 20}",0.25,0.629089861751152,0.2500000000000001,0.6916050903119868,0.3925287356321839,0.44204714917225346,0.1864684406218387,93,0.24999999999999994,0.6786689598234471,0.2479508196721312,0.6774644294753898,0.3517476762796283,0.44116637705011924,0.19703643611211347
125,0.16979069709777833,0.049186583450347744,0.0005571842193603516,1.7055179359787654e-05,0.01,"(50,)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 25}",0.25,0.629089861751152,0.2500000000000001,0.6916050903119868,0.3925287356321839,0.44204714917225346,0.1864684406218387,93,0.24999999999999994,0.6786689598234471,0.2479508196721312,0.6774644294753898,0.3517476762796283,0.44116637705011924,0.19703643611211347
126,0.16810035705566406,0.04919941966446319,0.0006258010864257813,9.072175000464906e-05,0.01,"(50,)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 30}",0.25,0.629089861751152,0.2500000000000001,0.6916050903119868,0.3925287356321839,0.44204714917225346,0.1864684406218387,93,0.24999999999999994,0.6786689598234471,0.2479508196721312,0.6774644294753898,0.3517476762796283,0.44116637705011924,0.19703643611211347
127,0.16741375923156737,0.049099614730247286,0.0006067752838134766,8.694887288737464e-05,0.01,"(50,)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 35}",0.25,0.629089861751152,0.2500000000000001,0.6916050903119868,0.3925287356321839,0.44204714917225346,0.1864684406218387,93,0.24999999999999994,0.6786689598234471,0.2479508196721312,0.6774644294753898,0.3517476762796283,0.44116637705011924,0.19703643611211347
128,0.16847681999206543,0.047663288828760114,0.0006504058837890625,9.31804961207708e-05,0.01,"(50,)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 40}",0.25,0.629089861751152,0.2500000000000001,0.6916050903119868,0.3925287356321839,0.44204714917225346,0.1864684406218387,93,0.24999999999999994,0.6786689598234471,0.2479508196721312,0.6774644294753898,0.3517476762796283,0.44116637705011924,0.19703643611211347
129,0.1687175750732422,0.04881685806236904,0.0007172107696533203,0.00017586698217158042,0.01,"(50,)",45,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 45}",0.25,0.629089861751152,0.2500000000000001,0.6916050903119868,0.3925287356321839,0.44204714917225346,0.1864684406218387,93,0.24999999999999994,0.6786689598234471,0.2479508196721312,0.6774644294753898,0.3517476762796283,0.44116637705011924,0.19703643611211347
130,0.17202014923095704,0.05331096990842673,0.0006122112274169922,9.033596587633235e-05,0.01,"(50,)",50,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 50}",0.25,0.629089861751152,0.2500000000000001,0.6916050903119868,0.3925287356321839,0.44204714917225346,0.1864684406218387,93,0.24999999999999994,0.6786689598234471,0.2479508196721312,0.6774644294753898,0.3517476762796283,0.44116637705011924,0.19703643611211347
131,0.16721296310424805,0.04921200011971679,0.0006453514099121094,6.663403047167282e-05,0.01,"(50,)",55,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 55}",0.25,0.629089861751152,0.2500000000000001,0.6916050903119868,0.3925287356321839,0.44204714917225346,0.1864684406218387,93,0.24999999999999994,0.6786689598234471,0.2479508196721312,0.6774644294753898,0.3517476762796283,0.44116637705011924,0.19703643611211347
132,0.16658401489257812,0.04847849214405566,0.000597381591796875,6.660146940700606e-05,0.01,"(50,)",60,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 60}",0.25,0.629089861751152,0.2500000000000001,0.6916050903119868,0.3925287356321839,0.44204714917225346,0.1864684406218387,93,0.24999999999999994,0.6786689598234471,0.2479508196721312,0.6774644294753898,0.3517476762796283,0.44116637705011924,0.19703643611211347
